,Bucket,Sentence
3395,15::11::00,YAPc1
3396,15::11::01,GCc1
3397,15::11::05,HSIc1 HSIc1 HSIc1 HSIc1
3398,15::11::06,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3399,15::11::07,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3400,15::11::08,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 YAPc1 HSIc1 HSIc1 HSIc1
3401,15::11::09,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3402,15::11::10,SPc1 HSIc1 HSIc1 HSIc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 YAPc1 HSIc1 YAPc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 YAPc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3403,15::11::11,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 YAPc1 SPc1 YAPc1 YAPc1 YAPc1 YAPc1 HSIc1 SPc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 SPc1
3404,15::11::12,SPc1 SPc1 SPc1 YAPc1 SPc1 FDXc1 YAPc1 SPc1 YAPc1 YAPc1 YAPc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 SPc1 SPc1
3405,15::11::13,SPc1 YAPc1 SPc1
3406,15::11::14,YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1
3407,15::11::15,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1
3408,15::11::16,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1
3409,15::12::00,GCc1 GCc1
3410,15::12::01,FSMIc1 FSMIc1
3411,15::12::05,HSIc1 HSIc1
3412,15::12::06,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3413,15::12::07,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3414,15::12::08,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3415,15::12::09,HSIc1 SPc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3416,15::12::10,SPc1 SPc1 SPc1 HSIc1 HSIc1 SPc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3417,15::12::11,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 YAPc1 SPc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 SPc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3418,15::12::12,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 SPc1 SPc1 SPc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 SXFc1 SXFc1
3419,15::12::13,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 YAPc1
3420,15::12::14,SPc1 SPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 SPc1 YAPc1 YAPc1
3421,15::12::15,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 YAPc1 SPc1 SPc1 SPc1
3422,15::12::16,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1
3423,15::13::00,SPc1 GCc1 GCc1 GCc1 GCc1 GCc1 GCc1
3424,15::13::01,FSMIc1
3425,15::13::04,HSIc1
3426,15::13::05,HSIc1 HSIc1 HSIc1 HSIc1
3427,15::13::06,HSIc1 HSIc1 HSIc1 HSIc1
3428,15::13::07,HSIc1 HSIc1 HSIc1 HSIc1
3429,15::13::08,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3430,15::13::09,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3431,15::13::10,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3432,15::13::11,SPc1 SPc1 SPc1 SPc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3433,15::13::12,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 YAPc1 YAPc1 SPc1 SPc1 SPc1 HSIc1 SPc1
3434,15::13::13,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1
3435,15::13::14,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 FDXc1 FDXc1 SPc1 SPc1 FDXc1 FDXc1 FDXc1 FDXc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1
3436,15::13::15,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 FDXc1 FDXc1 FDXc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 YAPc1 SPc1
